patch_id,tile_name,split,naip_path,lidar_year,naip_year,year_gap,gap_flag,naip_width,naip_height,naip_resolution_m,naip_valid_fraction,naip_has_nir,status,error
legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r000000_c000640,USGS_LPC_OR_WesternWildfires_A22_s04680w13380.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r000000_c000640.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r000512_c001152,USGS_LPC_OR_WesternWildfires_A22_s04680w13380.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r000512_c001152.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c001664,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001024_c001664.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001408,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001536_c001408.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001280,USGS_LPC_OR_WesternWildfires_A22_s04710w14520.laz,validation,patches\validation\legacy_USGS_LPC_OR_WesternWildfires_A22_s04710w14520_r001664_c001280.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c000512,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000896_c000512.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001408,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001408.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001664,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001664.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000768_c000768,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000768_c000768.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000256_c000896,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000256_c000896.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000896_c000000,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000896_c000000.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001280_c000256,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001280_c000256.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001280_c000896,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001280_c000896.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001408_c001664,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r001408_c001664.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w14550_r001408_c001152,USGS_LPC_OR_WesternWildfires_A22_s05070w14550.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w14550_r001408_c001152.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05100w13680_r001152_c000640,USGS_LPC_OR_WesternWildfires_A22_s05100w13680.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05100w13680_r001152_c000640.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000000_c001024,USGS_LPC_OR_WesternWildfires_A22_s05130w13650.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000000_c001024.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000384_c001536,USGS_LPC_OR_WesternWildfires_A22_s05130w13650.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000384_c001536.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c000128,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c000128.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c001664,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c001664.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000768_c000640,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000768_c000640.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000896_c000128,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000896_c000128.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001024_c000768,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001024_c000768.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001280_c000384,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001280_c000384.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001280_c000640,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001280_c000640.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
legacy_USGS_LPC_OR_WesternWildfires_A22_s05160w13530_r001152_c001664,USGS_LPC_OR_WesternWildfires_A22_s05160w13530.laz,train,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05160w13530_r001152_c001664.npz,2024,2022,-2,False,854,854,0.5995316159250585,1.0,True,ok,
