patch_id,split,category,coverage_class,tile_name,channel,count,min,p10,p25,median,p75,p90,max,mean,std
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.99267578125,-0.9521484375,-0.77392578125,-0.271484375,0.2947998046875,1.0,-0.542041753779813,0.5276555548621986
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-2.07421875,-0.22314453125,-0.09844970703125,0.0016956329345703125,0.0994873046875,0.2196044921875,1.7236328125,3.0425818295043427e-05,0.20078620879516434
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,152.0,194.125,203.5,210.75,214.875,216.875,217.625,207.67466735839844,9.850303034500856
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.21630859375,0.355224609375,0.55712890625,0.82421875,1.1474609375,3.982421875,0.6385162156893784,0.4157133093482294
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-15.8203125,-4.85546875,-1.470947265625,0.93603515625,3.177734375,6.09375,13.21875,0.712818805128336,4.268135769786285
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,5.16796875,11.0,25.390625,35.28125,42.25,75.3125,24.41899977508001,14.334965350538683
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.9892578125,-0.93701171875,-0.77099609375,-0.35369873046875,0.44921875,1.0,-0.5348726878310117,0.5578504489556485
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.6943359375,-0.27099609375,0.3336181640625,0.7392578125,0.944091796875,1.0,0.21550307358029386,0.5968874496374438
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.595703125,-0.12994384765625,-0.0565185546875,-0.0005054473876953125,0.05423736572265625,0.125244140625,1.51953125,-0.0015742189534648787,0.1400069546447365
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,150.375,194.25,201.125,209.0,216.0,217.25,217.625,207.06941413879395,9.919593290236968
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.124908447265625,0.255859375,0.6064453125,0.888671875,1.123046875,4.09765625,0.6289049833658282,0.43285139355435526
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-14.4921875,-3.88671875,-0.445068359375,0.935546875,2.515625,4.79296875,11.921875,0.7219936214387417,3.469378267659674
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,3.5341796875,6.96484375,15.70703125,28.484375,38.78125,76.5,18.91174788447097,14.083292641891074
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.96923828125,-0.7734375,0.2354736328125,0.88037109375,0.9833984375,1.0,0.08758870916972228,0.7734079782738503
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.81689453125,-0.43951416015625,0.1082763671875,0.64501953125,0.93896484375,1.0,0.08645536718631774,0.6218492181038422
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.8486328125,-0.14056396484375,-0.05368804931640625,-0.0008139610290527344,0.052764892578125,0.13494873046875,2.05859375,-0.0017748467253113631,0.16031008037443215
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,148.5,197.75,206.75,214.25,217.0,217.5,217.625,210.31340217590332,9.479016200503484
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.09210205078125,0.1669921875,0.372802734375,0.69775390625,1.01953125,4.99609375,0.4915064889992209,0.43407661451935176
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-17.25,-7.921875,-3.892578125,0.0284423828125,2.359375,4.921875,13.3203125,-0.9029701305553317,4.903591901622097
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,5.54296875,13.25,25.203125,37.90625,49.46875,77.3125,26.550080229062587,16.292229376451704
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.63232421875,-0.0,0.65478515625,0.927734375,0.98974609375,1.0,0.40901114786902326,0.6111051377126754
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.9580078125,-0.75537109375,-0.1986083984375,0.4736328125,0.89453125,1.0,-0.12013247596041765,0.6669579536869273
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.9091796875,-0.274658203125,-0.11151123046875,0.00034248828887939453,0.11639404296875,0.2762451171875,2.611328125,0.0014567381222150289,0.25708211756623445
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,147.25,186.125,198.625,209.125,215.25,217.25,217.625,205.00390625,12.843023813327928
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001024_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.15679931640625,0.3427734375,0.638671875,1.017578125,1.4873046875,5.125,0.7563130024218481,0.5719470639252977
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-13.328125,-3.703125,-2.443359375,-0.4356689453125,3.05078125,6.755859375,17.0625,0.6152762300334871,4.259882490954065
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,11.28125,18.484375,27.671875,37.5,47.1875,78.5,28.629305379465222,13.833196970814052
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.11614990234375,0.31414794921875,0.705078125,0.92041015625,0.98828125,1.0,0.5549457933793747,0.4502493864007429
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.97607421875,-0.8447265625,-0.264892578125,0.47222900390625,0.82421875,1.0,-0.16662003852434282,0.6793758684697992
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.9921875,-0.2528076171875,-0.1119384765625,0.0019292831420898438,0.11199951171875,0.2431640625,2.232421875,-0.0010454045695951208,0.2346899954764765
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,145.5,188.75,199.0,207.375,213.0,215.875,217.625,204.40093231201172,11.426620973106314
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000000,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.296875,0.460693359375,0.69140625,0.98388671875,1.36328125,5.61328125,0.7885673654900529,0.49981921158790216
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-15.578125,-4.20703125,-2.78369140625,-0.91552734375,2.158203125,5.25,17.34375,-0.23817535396665335,4.311171056228353
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,9.3203125,15.6171875,24.25,34.8125,45.25,78.5,26.03242059526383,13.893392918571143
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.257568359375,0.184326171875,0.607421875,0.88916015625,0.9833984375,1.0,0.4751566425238707,0.4888059469675448
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.9853515625,-0.90576171875,-0.5771484375,0.16986083984375,0.77587890625,1.0,-0.32808587068393535,0.6539554224621561
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-2.03515625,-0.2373046875,-0.10443115234375,0.0032482147216796875,0.10723876953125,0.2327880859375,2.08984375,0.0009107863870667643,0.22234723724940317
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,145.5,191.0,201.5,209.75,214.375,216.5,217.625,206.21698379516602,11.047031168565777
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000128,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.25244140625,0.388427734375,0.59716796875,0.89794921875,1.2802734375,5.61328125,0.7093369777849148,0.47939487840225975
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-15.640625,-4.609375,-0.9425048828125,0.853515625,2.634765625,5.599609375,13.21875,0.6058387416414917,4.1450094291418695
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,4.4921875,8.296875,19.3125,32.625,40.625,69.125,21.125393114605686,13.974835483990756
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.9853515625,-0.91845703125,-0.72705078125,-0.337158203125,0.321533203125,1.0,-0.5264842722299363,0.531246015718144
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.72607421875,-0.397216796875,0.29931640625,0.80078125,0.9619140625,1.0,0.19303163545464486,0.6350845809528548
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.1015625,-0.11016845703125,-0.0469970703125,1.862645149230957e-05,0.04632568359375,0.10516357421875,1.0703125,-0.0012503679527071654,0.10132691409943807
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,159.625,195.875,203.375,212.625,216.75,217.375,217.625,209.15192794799805,9.022956850533843
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000768,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.01177978515625,0.1097412109375,0.1885986328125,0.445556640625,0.80224609375,1.0654296875,2.95703125,0.5291964913485572,0.3882686269023965
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-14.4921875,-3.6015625,-0.54736328125,0.7841796875,2.037109375,3.662109375,11.921875,0.3828565706498921,3.25943669490014
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,3.30078125,6.375,13.16015625,27.03125,38.96875,73.0625,17.756906343711307,14.051382018250559
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.96630859375,-0.783203125,-0.10430908203125,0.7744140625,0.97119140625,1.0,-0.029580978241028788,0.7406277593697954
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.705078125,-0.274169921875,0.342041015625,0.8466796875,0.97900390625,1.0,0.24263378836894844,0.6258809552898161
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-1.3671875,-0.126953125,-0.046905517578125,-0.00047981739044189453,0.0478515625,0.12457275390625,1.6767578125,-0.001069098731932172,0.1423711935469859
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,153.75,197.625,207.75,215.25,217.125,217.5,217.625,210.88164138793945,9.269757653424119
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.08502197265625,0.150390625,0.307373046875,0.66015625,1.02734375,3.77734375,0.456690476188669,0.41529066286843486
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,local_relief,65536,-17.5,-8.4296875,-2.98828125,0.781982421875,3.3515625,5.76171875,14.5859375,-0.21289617894217372,5.268200840771802
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,slope_degrees,65536,0.0,5.0390625,13.0390625,27.921875,40.5,51.09375,78.3125,27.968433438334614,17.035433310172913
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_sin,65536,-1.0,-0.59765625,-0.05706787109375,0.5908203125,0.91259765625,0.9873046875,1.0,0.37706829267790454,0.6047516446265758
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,aspect_cos,65536,-1.0,-0.755126953125,-0.26708984375,0.433349609375,0.884765625,0.98388671875,1.0,0.26980771925991576,0.6475354728171322
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,curvature,65536,-2.3125,-0.275634765625,-0.1053466796875,-0.0021715164184570312,0.10986328125,0.276611328125,2.611328125,0.0001858256455307128,0.26107447687739116
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,multidirectional_hillshade,65536,145.75,184.125,196.0,207.125,215.375,217.25,217.625,203.70589447021484,13.428044037887407
legacy_USGS_LPC_OR_WesternWildfires_A22_s04380w14100_r001152_c001024,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04380w14100.laz,tri,65536,0.0,0.1329345703125,0.33660888671875,0.71435546875,1.1064453125,1.5673828125,5.61328125,0.8044197101189638,0.6032788892289802
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,local_relief,65536,-24.625,-8.05859375,-5.05859375,-1.8251953125,1.74609375,5.447265625,26.5625,-1.5088329743593931,5.502750223278978
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,slope_degrees,65536,0.0,9.421875,16.921875,27.40625,39.4375,51.03125,84.1875,29.121579847007524,16.25454591514148
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_sin,65536,-1.0,-0.443603515625,0.09808349609375,0.70703125,0.93798828125,0.9921875,1.0,0.476735259081579,0.5568438171883826
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_cos,65536,-1.0,-0.70703125,-0.358154296875,0.29443359375,0.86669921875,0.984375,1.0,0.21795533572731074,0.6443197278102656
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,curvature,65536,-4.44140625,-0.26611328125,-0.1042633056640625,0.0039157867431640625,0.11199951171875,0.2672119140625,4.69921875,0.003467093205472338,0.3285706921930754
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,multidirectional_hillshade,65536,136.625,184.25,197.125,207.5,213.75,216.5,217.625,203.24281883239746,14.114992062448126
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000256_c001280,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,tri,65536,0.0,0.251220703125,0.42041015625,0.6875,1.0615234375,1.58349609375,11.390625,0.8747867989550286,0.8236764728926373
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,local_relief,65536,-13.6328125,-4.921875,-3.111328125,-0.4722900390625,2.732421875,5.96875,21.734375,0.05334624648094177,4.359868706945015
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,slope_degrees,65536,0.0,9.78125,18.671875,31.125,42.5,53.0625,80.875,31.3640750591876,16.262542446549325
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_sin,65536,-1.0,-0.296630859375,0.147216796875,0.5732421875,0.86767578125,0.97998046875,1.0,0.4485106488937163,0.49734802056921534
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_cos,65536,-1.0,-0.0391693115234375,0.39111328125,0.76123046875,0.93896484375,0.9921875,1.0,0.5980510175195377,0.4402516082806299
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,curvature,65536,-2.5390625,-0.298095703125,-0.1181640625,0.00039327144622802734,0.1240234375,0.2879638671875,2.642578125,-0.0003136867544526467,0.29353659242859204
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,multidirectional_hillshade,65536,141.75,181.625,194.0,204.625,212.875,216.375,217.625,201.47572898864746,14.043568071979257
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000640_c000896,validation,negative,negative,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,tri,65536,0.0,0.2496337890625,0.47705078125,0.8017578125,1.1787109375,1.69580078125,7.1171875,0.9262691588974121,0.6719580741354111
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,local_relief,65536,-10.140625,-3.6220703125,-1.9052734375,0.163330078125,2.58984375,5.30859375,16.34375,0.530977594666183,3.59697025322172
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,slope_degrees,65536,0.0,3.83203125,8.4375,18.046875,32.6875,46.3125,81.6875,22.00969099631766,16.698402836851177
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_sin,65536,-1.0,-0.93896484375,-0.74169921875,-0.2919921875,0.371337890625,0.87353515625,1.0,-0.16613027411858639,0.6453711016753115
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,aspect_cos,65536,-1.0,-0.0057163238525390625,0.40576171875,0.74951171875,0.94384765625,0.99755859375,1.0,0.598462603511507,0.44467947767405075
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,curvature,65536,-2.99609375,-0.218017578125,-0.0750274658203125,-0.0001627802848815918,0.078125,0.2108154296875,2.5078125,-0.001680920169746969,0.24191049093510467
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,multidirectional_hillshade,65536,140.625,189.75,203.375,213.25,216.625,217.5,217.625,207.72523498535156,12.816329380151569
legacy_USGS_LPC_OR_WesternWildfires_A22_s04410w14130_r000768_c000640,validation,positive_interior,mixed_positive,USGS_LPC_OR_WesternWildfires_A22_s04410w14130.laz,tri,65536,0.0,0.103729248046875,0.2080078125,0.442626953125,0.85400390625,1.35693359375,7.48046875,0.6316610614358069,0.628458146896908
