patch_id,patch_path,tile_name,slope_stratum,distance_stratum,mean_slope_degrees,distance_to_positive_m,manual_terrain_category,allowed_categories,review_notes,evidence_status
legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000000_c001280,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000000_c001280.npz,USGS_LPC_OR_WesternWildfires_A22_s04620w13770.laz,0,2,23.89105796813965,645.7321426102312,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000896,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000896.npz,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,0,2,22.149328231811523,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000384_c001536,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000384_c001536.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,0,2,22.435340881347656,671.7672588032257,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000000_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000000_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w13650.laz,0,2,19.40018081665039,811.434840267535,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000128_c001408,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000128_c001408.npz,USGS_LPC_OR_WesternWildfires_A22_s04620w13770.laz,0,2,22.42033576965332,561.2185403209699,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04560w14400_r000512_c001152,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04560w14400_r000512_c001152.npz,USGS_LPC_OR_WesternWildfires_A22_s04560w14400.laz,1,0,26.240188598632812,50.93378053904894,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r001152_c000896,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r001152_c000896.npz,USGS_LPC_OR_WesternWildfires_A22_s04680w13380.laz,1,0,28.38809585571289,77.9567187611177,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001152,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000256_c001152.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,1,0,31.502304077148438,172.40214615833528,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c000768,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c000768.npz,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,1,0,27.742050170898438,90.31195934094221,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000256_c001408,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w13650_r000256_c001408.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w13650.laz,1,0,32.6451530456543,151.202678547703,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04560w14400_r000768_c000896,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04560w14400_r000768_c000896.npz,USGS_LPC_OR_WesternWildfires_A22_s04560w14400.laz,1,1,28.336280822753906,283.5,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000000_c001152,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000000_c001152.npz,USGS_LPC_OR_WesternWildfires_A22_s04620w13770.laz,1,1,28.727142333984375,488.2194690915142,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r001280_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04680w13380_r001280_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s04680w13380.laz,1,1,28.269062042236328,267.0,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001152,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001152.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,1,1,32.74351501464844,341.45021599055985,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,1,1,31.26694107055664,350.24919700122086,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000256_c000000,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04620w13770_r000256_c000000.npz,USGS_LPC_OR_WesternWildfires_A22_s04620w13770.laz,1,2,28.363855361938477,616.7171150535714,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000512_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000512_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,1,2,29.907493591308594,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c001280,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000384_c001280.npz,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,1,2,33.364158630371094,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c001408,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c001408.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,1,2,25.291349411010742,601.142661936416,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c001280,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w13830_r000000_c001280.npz,USGS_LPC_OR_WesternWildfires_A22_s05070w13830.laz,1,2,32.75522994995117,582.0,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000000_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,2,0,34.792911529541016,174.7741399635541,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000256,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000256.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,0,35.068695068359375,97.58073580374355,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c001024,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000128_c001024.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,2,0,34.996726989746094,83.8525491562421,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000512_c001152,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05040w13830_r000512_c001152.npz,USGS_LPC_OR_WesternWildfires_A22_s05040w13830.laz,2,0,36.595455169677734,72.76159701380942,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c000128,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000512_c000128.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,0,36.06092834472656,201.0,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000000,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000000.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,1,35.722747802734375,506.70923615027976,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000128,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000128.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,1,35.5310173034668,369.10973977937783,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000256,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000256_c000256.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,1,35.12993621826172,253.57099597548614,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000000,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000000.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,1,36.03641891479492,414.1331307683557,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000128,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r000384_c000128.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,1,36.32453918457031,238.5,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000384,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04770w14130_r000128_c000384.npz,USGS_LPC_OR_WesternWildfires_A22_s04770w14130.laz,2,2,36.3155517578125,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000000_c000256,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04950w13260_r000000_c000256.npz,USGS_LPC_OR_WesternWildfires_A22_s04950w13260.laz,2,2,37.72568893432617,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000256_c000768,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s04980w14280_r000256_c000768.npz,USGS_LPC_OR_WesternWildfires_A22_s04980w14280.laz,2,2,42.336891174316406,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w14550_r000128_c000384,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05070w14550_r000128_c000384.npz,USGS_LPC_OR_WesternWildfires_A22_s05070w14550.laz,2,2,35.215579986572266,inf,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001536_c000000,patches\train\legacy_USGS_LPC_OR_WesternWildfires_A22_s05130w14070_r001536_c000000.npz,USGS_LPC_OR_WesternWildfires_A22_s05130w14070.laz,2,2,39.79165267944336,595.4168707720668,unreviewed,steep_non_landslide_slope;drainage_or_valley_side;ridge_or_convex_terrain;rough_natural_terrain;road_or_engineered_cut;forest_management_disturbance;other,,requires_visual_or_ancillary_review
