patch_id,tile_name,split,sentinel2_path,sentinel2_item_id,sentinel2_datetime,sentinel2_cloud_cover,sentinel2_valid_fraction,sentinel2_height,sentinel2_width,status,error
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000256_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9408284023668639,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000128,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000128.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9748520710059172,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.985207100591716,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9911242603550295,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000384_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9408284023668639,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000128,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000128.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9615384615384616,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9349112426035503,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9201183431952663,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9349112426035503,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000512_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9659763313609467,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9497041420118343,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9245562130177515,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9142011834319527,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2779_r000640_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9319526627218935,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9985207100591716,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000128,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000128.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9674556213017751,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9615384615384616,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.992603550295858,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000000_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9985207100591716,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000128,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000128.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9644970414201184,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9585798816568047,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.992603550295858,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000128_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9970414201183432,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.985207100591716,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000384,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000384.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9911242603550295,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000512,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000512.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000640,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000256_c000640.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,1.0,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000000,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000000.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9970414201183432,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000128,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000128.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9955621301775148,26,26,cached,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000256,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780.laz,train,patches\train\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2780_r000384_c000256.npz,S2A_10TER_20200828_1_L2A,2020-08-28T19:21:57.103000Z,0.001412,0.9881656804733728,26,26,cached,
